Sample Material,ID,MFR,TML,Category,CVCM,Space Code,WVR,Material Usage,Cure
ABLEBOND 976-1 AG FILLED EPOXY FROZEN PRE-MIX,GSC21756,AAC,0.73,1,0.08,1,0.28,COND ADHESIVE,2H
ABLEBOND P2-8370 GOLD FILLED EPOXY ADHESIVE,GSC23613,AIT,0.1,1,0.01,1,0.05,ADHESIVE,2H
ABLEBOND P2-8370 GOLD FILLED EPOXY ADHESIVE,GSC23616,AIT,0.11,1,0.01,1,0.05,ADHESIVE,4H
ABLEBOND P2-8370 GOLD FILLED EPOXY ADHESIVE,GSC23619,AIT,0.09,1,0.01,1,0.05,ADHESIVE,6H
ABLEBOND XA042485-2 BLUE EPOXY,GSC15120,AAC,0.27,1,0,1,0.09,ADHESIVE,7.5H
ABLEFILL JM8806 MOISTURE RESISTANT FLIP CHIP UNDERFILL F/F,GSC28762,AAC,0.13,1,0,2,0.06,UNDERFILL,45M
"ABLEFILL UF8806G, CHIP UNDERFILL, FROZEN PREMIX",GSC30049,ABK,0.21,99,0.01,1,0.14,UNDERFILL,45M
ABLEFILM 501 ADH GLASS CLOTH/EPOXY ADH,GSFC2336,AAC,1.62,1,0.08,1,,FILM ADHESIVE,3H
ABLEFILM 501T GLASS SUPPORT/MOD EPOXY FILM ADH,GSFC8912,AAC,0.52,1,0,1,0.4,FILM ADHESIVE,45M
ABLEFILM 5020K THERMALLY CONDUCTIVE FILM ADH/F,GSC25152,AAC,0.24,1,0.02,1,0.18,FILM ADHESIVE,1H
ABLEFILM 5025E AG FILLED EPOXY,GSC21399,AAC,0.3,1,0.06,1,0.08,COND ADHESIVE,1H
ABLEFILM 5025E SILVER FILLED EPOXY,GSC22009,AAC,0.32,1,0.08,1,0.07,COND FILM ADH,2H
ABLEFILM 504 CLOTH SUPPORT/EPOXY FILM ADH - WHITE,GSFC8792,AAC,0.38,1,0,1,0.29,FILM ADHESIVE,1.5H
ABLEFILM 506 CLOTH SUPPORT/EPOXY FILM ADH - PINK,GSFC8795,AAC,1.05,1,0.37,1,0.13,FILM ADHESIVE,3H
ABLEFILM 506 CLOTH SUPPORT/EPOXY FILM ADH/F - WHITE,GSC10622,AAC,0.9,1,0.32,1,0.2,FILM ADHESIVE,90M
ABLEFILM 507 GLASS CLOTH/B-STAGED EPOXY,GSFC5491,AAC,0.38,1,0.02,1,,FILM ADHESIVE,1.5H
ABLEFILM 517 GLASS CLOTH SUPPORT/EPOXY FILM ADH,GSFC2272,AAC,0.07,1,0.01,1,,FILM ADHESIVE,3H
ABLEFILM 517-LV CLOTH SUPPORT/EPOXY FILM ADH PINK,GSC13433,AAC,0.83,1,0,1,0.32,FILM ADHESIVE,3H
ABLEFILM 518 CLOTH SUPPORT/EPOXY FILM ADH - GRAY,GSFC8717,AAC,0.83,1,0,1,0.15,FILM ADHESIVE,3H
ABLEFILM 539 TYPE II CLEAR,GSC14836,AAC,1.11,1,0.01,1,0.28,FILM ADHESIVE,2H
ABLEFILM 550-1-004 CLOTH REINFORCED EPOXY FILM WHITE,GSFC7523,AAC,0.42,1,0.12,1,0.24,FILM ADHESIVE,3H
ABLEFILM 550-1-006/F,GSC28960,AAC,0.41,1,0.01,1,0.24,FILM ADHESIVE,1H
ABLEFILM 550-K CLOTH SUPPORT/EPOXY FILM ADH - WHITE,GSFC8798,AAC,0.31,1,0.04,1,0.15,FILM ADHESIVE,2H
ABLEFILM 555 CLOTH SUPPORT/EPOXY FILM ADH BLUE,GSC13436,AAC,0.45,1,0.06,1,0.2,FILM ADHESIVE,2H
"ABLEFILM 561 CLOTH SUPPORT/EPOXY FILM, THERMAL COND (WHITE)/F",GSC28249,EMC,0.55,6,0.21,1,0.15,FILM ADHESIVE,2H
ABLEFILM 561C CLOTH SUPPORT EPOXY FILM ADH BROWN,GSC19775,AAC,0.41,1,0.12,1,0.06,FILM ADHESIVE,1H
ABLEFILM 561C CLOTH SUPPORT EPOXY FILM ADH BROWN,GSC19823,AAC,0.26,1,0.07,1,0.06,FILM ADHESIVE,2H
ABLEFILM 561K CLOTH SUPPORT/EPOXY FILM ADHESIVE TAN,GSC22732,AAC,0.84,1,0.24,1,0.13,FILM ADHESIVE,2H
ABLEFILM 561K CLOTH SUPPORT/EPOXY FILM ADHESIVE TAN,GSC22780,AAC,0.44,6,0.13,2,0.1,FILM ADHESIVE,2H
"ABLEFILM 561K CLOTH SUPPORT/EPOXY FILM ADHESIVE, WHITE",GSC28426,AAC,0.44,1,0.16,1,0.13,FILM ADHESIVE,2H
"ABLEFILM 561K CLOTH SUPPORT/EPOXY FILM ADHESIVE, WHITE",GSC28450,AAC,0.38,1,0.11,1,0.12,FILM ADHESIVE,4H
ABLEFILM 561K CLOTH SUPPORT/EPOXY FILM-THERM COND,GSC12910,AAC,0.42,1,0.13,1,0.09,FILM ADHESIVE,2H
ABLEFILM 561K/F,GSC29047,ECC,0.67,1,0.12,1,0.23,ADHESIVE,2H
ABLEFILM 561KT CLOTH SUPPORT/EPOXY FILM THERM COND,GSC23559,AAC,0.3,6,0.03,1,0.13,FILM ADHESIVE,2H
ABLEFILM 561KT CLOTH SUPPORT/EPOXY FILM THERM COND,GSC23562,AAC,0.31,6,0.04,1,0.15,FILM ADHESIVE,2H
ABLEFILM 564A GLASS SUPPORT EPOXY FILM,GSC15840,AAC,0.61,1,0.01,1,0.4,FILM ADHESIVE,2H
ABLEFILM 566K CLOTH SUPPORT/EPOXY FILM ADH WHITE,GSC22735,AAC,1.06,1,0.19,1,0.14,FILM ADHESIVE,2H
ABLEFILM 566K CLOTH SUPPORT/EPOXY FILM ADH WHITE,GSC22783,AAC,0.38,6,0.1,2,0.14,FILM ADHESIVE,2H
ABLEFILM 566K EPOXY FILM ADHESIVE ON KAPTON,GSC33073,AAC,0.88,1,0.13,1,0.49,FILM ADHESIVE,6H
ABLEFILM 566K EPOXY FILM ADHESIVE ON KAPTON,GSC33115,ATK,1.11,6,0.14,1,0.54,FILM ADHESIVE,2H
ABLEFILM 566K EPOXY FILM ADHESIVE ON KAPTON,GSC33118,ATK,1.07,6,0.12,1,0.39,FILM ADHESIVE,6H
ABLEFILM 568K CLOTH SUPPORT WHITE EPOXY,GSC19969,AAC,0.66,1,0.07,1,0.24,FILM ADHESIVE,2H
ABLEFILM ECF 518 CLOTH SUPPORT/EPOXY FILM ADH GRAY,GSFC9272,AAC,0.88,1,0.01,1,0.16,FILM ADHESIVE,3H
ABLEFILM ECF 535 CLOTH SUPPORT SILVER FILLED EPOXY,GSFC7763,AAC,0.42,1,0.16,1,0.11,FILM ADHESIVE,2H
ABLEFILM ECF 550 GLASS SUPPORT SILVER FILLED EPOXY,GSC19965,AAC,0.49,1,0.1,1,0.18,FILM ADHESIVE,30M
ABLEFILM ECF 550-1 GLASS SUPPORT SILVER FILLED EPOXY,GSC12490,AAC,0.37,1,0.1,1,0.13,FILM ADHESIVE,3H
ABLEFILM ECF 550X-1 GLASS SUPPORT SILVER FILL EPOXY,GSC16412,AAC,0.25,1,0.02,1,0.14,FILM ADHESIVE,2H
ABLEFILM ECF 561E RUBBER MODIFIED AG FILLED EPOXY,GSC21525,AAC,0.38,1,0.07,1,0.07,COND ADH FILM,2H
ABLEFILM ECF 563 FLEXIBLE SILVER FILLED EPOXY,GSC19333,AAC,0.19,1,0.02,1,0.07,FILM ADHESIVE,30M
ABLEFILM ECF 563 GLASS SUPPORT SILVER FILLED EPOXY,GSC16414,AAC,0.31,1,0.1,1,0.05,FILM ADHESIVE,2H
ABLEFILM ECF 564A GLASS SUPPORT SILVER FILLED EPOXY,GSC15837,AAC,0.22,1,0.01,1,0.13,FILM ADHESIVE,2H
ABLEFILM ECF 568 CLOTH SUPPORT SILVER FILLED EPOXY,GSC19967,AAC,0.44,1,0.02,1,0.21,FILM ADHESIVE,2H
ABLESTICK 84-3 EPOXY BLUE,GSC23266,AAC,0.42,1,0.02,1,0.17,ADHESIVE,2H
ABLESTIK 240-2 POLYURETHANE,GSFC1948,AAC,0.44,1,0.07,1,,ADHESIVE,
ABLESTIK 257-1 A/B AS 100/179.2 BW POLYURETHANE,GSFC5106,AAC,0.42,1,0.04,1,,CONF COAT-ADH,6H
ABLESTIK 41-1 ONE PART EPOXY,GSC17616,AAC,0.37,1,0.02,1,0.13,ADHESIVE,1H
ABLESTIK 539IA ADHESIVE ON KAPTON SHEET,GSC23272,AAC,1.13,1,0.01,1,1.04,ADHESIVE,2H
ABLESTIK 681-12 MOD EPOXY FILM ADH - BLUE/GREEN,GSFC6832,AAC,0.84,1,0.32,2,0.24,FILM ADHESIVE,1H
ABLESTIK 681-12VD EPOXY FILM ADHESIVE GREEN,GSFC6896,AAC,0.98,1,0.04,3,0.23,FILM ADHESIVE,10M
ABLESTIK 724-14C SINGLE COMPONENT POLYURETHANE,GSFC6872,AAC,1.11,1,0.12,1,0.48,ADHESIVE,
ABLESTIK 761-6 A/B/V9 AG AS 100/5/223 BW,GSFC7598,AAC,0.36,1,0,1,0.23,COND ADHESIVE,1H
ABLESTIK 857-1 POLYURETHANE,GSFC7775,AAC,1.08,14,0.1,1,0.48,POTTING,4H
ABLESTIK 861-1/ECCOSPHERES SI AS 55/45 BW - WHITE,GSFC7694,AAC,0.78,7,0,1,0.41,POT FOAM,2H
ABLESTIK 861-2/ECCOSPHERES SI AS 55/45 BW - WHITE,GSFC7697,AAC,0.8,7,0.01,1,0.32,POT FOAM,2H
ABLETHERM 7-2 A/B AS 100GM/14 DROPS FILLED SILICONE,GSFC5605,AAC,0.96,1,0.36,1,,THERM COND ADH,8H
ABLETHERM 7-2 A/B AS 100GM/7 DROPS FILLED SILICONE,GSFC5603,AAC,0.93,1,0.35,1,,THERM COND ADH,8H
ABLETHERM 7-2 FILLED SILICONE,GSC13332,AAC,0.29,14,0.1,1,0.01,POTTING,4H
ABLETHERM 7-3 A/B AS 100GM/16 DROPS FILLED SILICONE,GSFC5609,AAC,1.03,1,0.31,1,,THERM COND ADH,8H
ABLETHERM 7-3 A/B AS 100GM/8 DROPS FILLED SILICONE,GSFC5607,AAC,0.89,1,0.35,1,,THERM COND ADH,8H
ABLETHERM 7-5 A/B AS 100GM/14 DROPS FILLED SILICONE,GSC13326,AAC,0.68,14,0.19,1,0,POTTING,4H
ABLETHERM 7-5 A/B AS 100GM/4 DROPS FILLED SILICONE,GSC13428,AAC,0.38,15,0.12,1,0,RFI GASKET,6H
ABLETHERM 7-5 A/B AS 100GM/7 DROPS FILLED SILICONE,GSC12220,AAC,0.51,14,0.28,1,0.01,POTTING,24H
ABLETHERM 7-5 A/B AS 100GM/7 DROPS FILLED SILICONE,GSFC7253,AAC,0.49,1,0.2,1,0.01,THERM COND ADH,8H
ABLETHERM 7-5 OXIDE FILLED SILICONE,GSC12829,AAC,0.31,14,0.14,1,0,POTTING,8H
ABLETHERM 8-2 A/B AS 10/1 BW EPOXY,GSC26017,AAC,0.63,1,0.01,1,0.09,THERMAL ADHESIVE,1.5H
ABLETHERM 8-2 A/B AS 10/1 BW EPOXY,GSC26020,AAC,0.58,1,0.01,1,0.09,THERMAL ADHESIVE,25H
ABLETHERM 8-2 A/B AS 10/1 BW EPOXY,GSC26023,AAC,0.71,1,0.01,1,0.1,THERMAL ADHESIVE,6H
ABLETHERM 8-2 A/B AS 10/1 BW EPOXY,GSFC5443,AAC,0.41,1,0,1,,THERM ADHESIVE,90M
ABLETHERM 8-2/TRABOND 8-2 PREMIX FROZEN,GSC31672,EMC,0.21,1,0,1,0.09,ADHESIVE,16H
ABLETHERM 908-3 CERAMIC FILLED SOLITHANE 113/300/T12,GSC13329,AAC,0.16,14,0.01,1,0.01,POTTING,4H
"ABS PLASTIC, 3D PRINTED",GSC35076,CIM,0.94,12,0.04,1,0.25,MOULDING COMPOUND,
ABS PLUS,GSC33928,XXX,0.63,15,0.08,1,0.25,3D PRINTING,
ABS VACUUM MOLDED CASING,GSC11483,SHE,1.13,12,0.16,1,0.41,MOLD CPND,6M
ABSAFIL F1200/20 FOAM/20% GLASS FIBERS,GSFC4027,FBR,0.33,7,0.01,1,,FOAM,
ABS-ESD7 (ACRYLONITRILE BUTADIENE STYRENE - ESD) ,GSC35106,SYS,0.75,99,0.01,1,0.25,ESD THERMOPLASTIC,
AC 4368 SILICONE WET FILM MOLD RELEASE/F,GSC14860,HYS,2.78,3,1.33,1,0.03,MOLD RELEASE,7D
AC-1 A/B AS 10/1 BW CONDUCTIVE EPOXY SOLDER,GSFC4504,KCO,2.54,1,0.42,2,,COND ADHESIVE,3.5H
AC-240 CLASS A (POLYSULFIDE),GSC30898,ATH,7.57,99,1.04,1,0.26,LRO GSE CAULKING,
ACCUMASK 2300 GREEN SOLDER MASK,GSC18542,WRG,12.92,3,4.33,1,0.74,SOLDER MASK,
ACCUMASK 2500 GREEN SOLDER MASK,GSC18544,WRG,2,3,0.39,1,0.72,SOLDER MASK,
ACCUMASK CM 2001 UV CURED GREEN SOLDER MASK,GSC23466,WRG,3.88,3,0.09,2,0.4,SOLDER MASK,45M
ACCUMASK CM 2001 UV CURED GREEN SOLDER MASK,GSC23469,WRG,3.25,3,0.07,2,0.5,SOLDER MASK,45M
ACCUMASK CM 2001 UV CURED GREEN SOLDER MASK,GSC23472,WRG,3.27,3,0.09,2,0.36,SOLDER MASK,45M
ACD FIBER RIBBON (PLASTIC SCINTILLATOR FIBERS W/URALANE 5450),GSC28834,UAZ,0.55,99,0.01,1,0.11,SCINTILLATOR FIBERS,
ACD FIBER RIBBON (SCINTILLATOR FIBERS/URALANE 5750,GSC28909,UAZ,0.69,99,0.01,1,0.08,FIBER SYSTEM,
ACETAL/GLASS FILLED BLACK POLARIZATION KEYS,GSC17376,ABR,0.4,4,0.04,1,0.07,MOLD CPND,
ACETATE BUTYRATE - CLEAR,GSFC0457,CRY,4.73,6,0,1,,LENS,
ACETRON ACETAL BLACK MOLD CPND/LUBRICANT FILLED,GSC16488,PPC,0.37,12,0.02,1,0.13,STRUCTURAL,
"ACG MTM45-1, TOUGHENED EPOXY FOR PREPREG PROCESSING",GSC31263,ACG,1.54,10,0.01,3,0.63,EPOXY,30M
ACLAR 22 ANTI STATIC FILM,GSC14824,ACM,0.12,6,0.01,1,0.02,ANTI STATIC FILM,
ACLAR 22A CLEAR FILM POLYCHLOROTRIFLUOROETHYLENE,GSC12847,ACM,0.13,6,0.01,1,0.02,FILM,
ACLAR 33 ANTI STATIC FILM,GSC14797,AFP,0.1,6,0.01,1,0.02,ANTI STATIC FILM,
ACLAR 33C CLEAR FILM POLYCHLOROTRIFLUOROETHYLENE,GSC12850,ACM,0.11,6,0.01,1,0.02,FILM,
ACLAR 33C FILM PCTFE TIN OXIDE COATED,GSC17106,AFP,0.12,6,0.01,1,0.03,ANTI STATIC FILM,
ACLAR OCM ANTI STATIC FILM,GSC18116,AFP,0.11,6,0,1,0.03,ANTI STATIC FILM,
ACMI #6050 CLIPAK MARKING INK,GSC28435,ACK,16.81,11,0.03,1,0.28,INK,2H
ACMI #6050 CLIPAK MARKING INK,GSC28441,ACK,9.02,11,0.02,1,0.31,INK,30M
ACMI #6050 CLIPAK MARKING INK,GSC28444,ACK,10.19,11,0.05,1,0.34,INK,7D
ACRYLAFIL G47/20 STYR/ACRYLONITRILE/FIB GLA AS 80/20,GSFC0969,FBR,0.23,12,0,1,,MOLD CPND,
ACRYLAGLAS S40/35 STYRENE-ACRYLONITRILE/FIBER GLASS,GSFC1041,FBR,0.22,12,0.03,1,,MOLD CPND,
ACRYLIC BASED UV CURED ENCAPSULANT,GSC28369,ZZZ,3.47,14,0.04,1,0.78,INDUCTOR POTTING,
ACRYLIC SAFETY GLAZING - POLYMETHOLMETHACRYLATE,GSC28432,PTC,0.68,99,0,1,0.27,GLAZING,
ACRYLIC SEALANT 780/12% SOLIDS,GSFC2549,APS,16.4,3,2.61,1,,COATING,1H
ACRYLITE ACRYLIC SHEET,GSFC0915,ACC,0.51,6,0.05,1,,STRUCTURAL,
ACRYLOID AU608/DESMODUR L2219A/T-12 CLEAR COATING,GSC13201,ROH,12.7,3,0.03,1,0.3,COATING,14D
ACRYLOID B-82 CLEAR COATING/F,GSC15002,ROH,1.07,3,0.12,4,0.21,COATING,1H
ACRYLOID B-82 CLEAR COATING/F,GSC15114,ROH,0.51,3,0.04,2,0.16,COATING,1H
"ACRYTHANE AVIATION PAINT, SERIES 584",GSC30964,SCN,3.38,13,0.08,1,0.54,PAINT,
"ACT20, CONDUCTIVE TRANSFER ACRYLIC ADHESIVE TAPE",GSC33889,DPG,4.53,16,0.02,1,0.18,FILM ADHESIVE,
"ACT20, CONDUCTIVE TRANSFER ACRYLIC ADHESIVE TAPE",GSC33898,DPG,5.39,16,0.01,1,0.24,FILM ADHESIVE,
"ACTION MARKER FINE LINE 33, PC-901 BLUE",GSC30199,ZZZ,12.66,11,3.14,1,0.01,MARKING PEN,
ACTON EPOXY - CLEAR,GSFC6185,ACT,1.32,14,0,1,0.37,POTTING,
ACUTAPE 624 (LEAD FOIL W/ACRYLIC ADHESIVE),GSC29809,ACU,5.31,16,0.52,1,0.15,SHIELDING TAPE,
ACUTAPE 624 (LEAD FOIL W/ACRYLIC ADHESIVE),GSC29812,ACU,0.09,16,0.02,1,0,SHIELDING TAPE,
"AD1000 - FIBERGLASS REINFORCED, CERAMIC FILLED PTFE COMPOSITE",GSC29167,ARL4,0.01,10,0,1,0,LAMINATE,1H
AD-270 (S-902) WHITE POLYURETHANE,GSC17352,ASA,4.98,14,2.13,1,0.36,POTTING,
"AD300C WOVEN FIBERGLASS REINFORCED, CERAMIC FILLED, PTFE COMP",GSC32923,ARL,0.03,10,0.01,1,0.01,LAMINATE,
AD300C: WOVEN FIBERGLASS REINFORCED CERAMIC FILLED PTFE,GSC32080,ARL,0.02,10,0,1,0.01,LAMINATE,90M
"AD350A02011FIBERGLASS REINFORCED, CERAMIC FILLED PTFE",GSC29146,ARL4,0.02,10,0,1,0.02,LAMINATE,1H
"AD450L03011 - FIBERGLASS REINFORCED, CERAMIC FILLED PTFE COMPOSITE",GSC29179,ARL4,0.01,10,0,1,0.01,LAMINATE,1H
"AD600L02011 - FIBERGLASS REINFORCED, CERAMIC FILLED PTFE COMPOSITE",GSC29182,ARL4,0.02,10,0,1,0.01,LAMINATE,1H
ADAPT 60LS A/B AS 3/1 BW URETHANE,GSFC6602,KOK,9.52,1,5.45,1,0.48,ADHESIVE,8H
ADB4V SELF LUBRICATING SPHERICAL BEARING LINER (TEFLON/NYLON LAM),GSC31678,NHB,1.66,6,0,1,1.24,BEARING LINER,
ADC 70A A/B AS 100/12 BW BLACK EPOXY,GSC16340,ADR,0.49,3,0.01,4,0.21,COATING,2H
ADHESIVE - UNKNOWN - REMOVED FROM COMPONENT,GSC12493,ZZZ,1.79,0,0.01,1,0.55,ADHESIVE,
ADHESIVE TRANSFER TAPE 502FL (ULTRA CLEAN 290 ADHESIVE) 502FL-5-C2772390-9-58120,GSC31060,MMM,0.73,16,0,1,0.25,TAPE,
ADHESIVE TRANSFER TAPE 966 # 966-012-OPR#042,GSC31036,MMM,1.1,16,0,1,0.21,TAPE,
ADHESIVE TRANSFER TAPE 966 # 966-012-OPR#042,GSC31057,MMM,1.08,16,0.01,1,0.2,TAPE,
ADHESIVE TRANSFER TAPE 966 (OLD STOCK),GSC31033,MMM,0.7,16,0,1,0.19,TAPE,
"ADIPRENE L 100, CASTABLE URETHANE PREPOLYMER",GSC30460,UNC,1.09,99,0.1,1,0.79,POLYMER,16H
ADIPRENE L100,GSFC0017,DUP,1.1,0,0.09,1,,CONF COAT,
ADIPRENE L100,GSFC0039,DUP,0.92,0,0.03,1,,CONF COAT,
ADIPRENE L100 POLYURETHANE,GSFC0116,DUP,1.06,0,0.12,1,,CONF COAT,
ADIPRENE L100 SF10/MOCA AS 150/16.5 BW,GSFC0649,DUP,1.07,0,0.06,1,,MOLD CPND,3H
ADIPRENE L100 SF3/MOCA AS 150/16.5 BW,GSFC0466,DUP,1.06,0,0.06,1,,CONF COAT,3H
ADIPRENE L100 SF4/MOCA AS 150/16.5 BW,GSFC0503,DUP,1.12,0,0.02,1,,MOLD CPND,3H
ADIPRENE L100 SF5/MOCA AS 150/16.5 BW,GSFC0509,DUP,1.11,0,0.05,1,,MOLD CPND,3H
ADIPRENE L100 SF8/MOCA AS 150/16.5 BW,GSFC0622,DUP,1.22,0,0.05,1,,MOLD CPND,3H
ADIPRENE L100 SF9/MOCA AS 150/16.5 BW,GSFC0551,DUP,1.11,0,0.07,1,,MOLD CPND,3H
ADIPRENE L100/300/TS720 FROZEN PRE-MIX,GSC19209,DUP,2.63,14,0.11,1,0.4,POTTING,7D
ADIPRENE L100/300/TS720 FROZEN PRE-MIX,GSC19211,DUP,2.66,14,0.1,2,0.41,POTTING,7D
ADIPRENE L100/300/TS720 FROZEN PRE-MIX,GSC19213,DUP,2.34,14,0.1,2,0.47,POTTING,7D
ADIPRENE L100/300/TS720 FROZEN PRE-MIX,GSC19215,DUP,2.47,14,0.1,2,0.45,POTTING,7D
ADIPRENE L100/300/TS720 FROZEN PRE-MIX,GSC19261,DUP,2.23,14,0.09,2,0.44,POTTING,7D
ADIPRENE L100/ALUNDUM 38-500/CASTOR OIL,GSFC5202,DUP,0.23,0,0.03,1,,INSUL COAT,16H
ADIPRENE L100/ETHACURE 300 AS 100/9.9 PBW W/CABOSIL,GSC18763,PFR,3.02,1,0.08,1,0.49,STAKING CPND,7D
ADIPRENE L100/MOCA AS 100/10 BW,GSFC1825,DUP,1.15,99,0.15,1,,CONF COAT,7D
ADIPRENE L100/MOCA AS 100/11 BW,GSFC1822,DUP,1.26,0,0.16,2,,CONF COAT,5D
ADIPRENE L100/MOCA AS 8/1 BW POLYURETHANE DEGASSED,GSFC4964,DUP,0.56,0,0.13,2,,CONF COAT,18H
ADIPRENE L100/SOLITHANE C-300/CRBN BLK AS 100/40/1.4,GSFC7601,DUP,0.74,14,0.07,1,0.32,POTTING,48H
ADIPRENE L83/CAYTUR 21 AS 100/16 BW POLYURETHANE,GSFC8666,DUP,7.61,12,4.96,1,0.32,MOLD CPND,2H
ADIPRENE L83/CAYTUR 21 AS 100/16 BW POLYURETHANE,GSFC8678,DUP,0.34,12,0.03,2,0,MOLD CPND,2H
ADIPRENE L83/CAYTUR 21/CARBON BLACK AS 100/17/1 BW,GSFC8540,FAL,7.44,0,4.49,1,0.29,MOLD CPND,45M
ADOLET PEM-2 ELECTRICAL FEED THRU NEMA XX GRADE 550,GSFC3775,TCC,2.97,4,0,1,,FEED THRU,
ADX-372 OR EA-9309 FOAM ADHESIVE,GSFC3021,HYS,1.4,1,0.19,1,,FOAM ADHESIVE,14D
AED BLUE EPOXY M1207/CA118/MIBK AS 97/3/35 BW,GSFC4648,ARM,2.08,0,0.21,2,,PAINT,1H
AED BLUE EPOXY M1207A/M1178/M1BK,GSFC3957,ARM,7.54,0,0,2,,STAKING CPND,1H
AEROBOND 3030 EPOXY HONEYCOMB ADH - GRAY,GSFC5204,AEC,1.26,1,0,1,,ADH-FILM,1H
AEROBOND AE 3041-10 EPOXY HONEYCOMB ADH,GSFC2639,AEC,1.72,1,0.73,1,,ADH-FILM,1H
AERODAG G COLLOIDAL GRAPHITE/ISOPROPYL ALCOHOL,GSFC6464,ACH,1.78,8,0.11,1,0.01,LUBRICANT,24H
AERODAG G COLLOIDAL GRAPHITE/ISOPROPYL ALCOHOL,GSFC6521,ACH,2.05,8,0.04,1,0.56,LUBRICANT,24H
AERODAG M COLLOIDAL MOS2/ISOPROPYL ALCOHOL,GSFC6488,ACH,4.97,8,0.19,1,0.34,LUBRICANT,24H
AEROGLAZE 306 PAINT OVER CHEMLOK AP-131 PRIMER/F,GSC28825,ZZZ,1.8,13,0.03,2,0.96,PAINT,24H
AEROGLAZE 9924 WASH PRIMER,GSC35115,LOR,4.59,13,0.19,1,0.6,PRIMER,
AEROGLAZE 9929 (LOT 01011001)+A 276 (PANEL G),GSC27694,HCC,4.65,13,0.05,1,0.38,PAINT,
AEROGLAZE 9929 (LOT 92861001)+A 276 (PANEL F),GSC27691,HCC,4.31,13,0.05,1,0.39,PAINT,
AEROGLAZE 9929 (LOT#01011001) (PANEL E),GSC27679,LOR,2.68,13,0.04,1,0.31,PRIMER,
AEROGLAZE 9929 (LOT#92861001) (PANEL D),GSC27676,LOR,2.42,13,0.05,1,0.31,PRIMER,
AEROGLAZE 9929 EPOXY PRIMER CONTROL/F,GSC25246,LOR,0.63,13,0.05,1,0.25,PRIMER,48H
AEROGLAZE 9929 EPOXY PRIMER LAB/F,GSC25243,LOR,0.61,13,0.06,1,0.26,PRIMER,48H
AEROGLAZE 9929 PRIMER,GSC33475,LOR,1.85,13,0.02,1,0.28,PRIMER,
AEROGLAZE 9929 PRIMER - VACUUM BAKED,GSC33472,LOR,0.68,13,0.01,1,0.31,PRIMER,48H
AEROGLAZE 9929 PRIMER YELLOW/GOLD EPOXY/F,GSC21151,LOR,1.73,13,0.07,1,0.28,PRIMER,28D
AEROGLAZE Z202 WHITE TOPCOAT/9929 PRIMER CONTROL/F,GSC25249,LOR,0.58,13,0.04,1,0.42,PAINT SYSTEM,48H
AEROGLAZE Z202 WHITE TOPCOAT/9929 PRIMER LAB/F,GSC25252,LOR,0.67,13,0.04,1,0.49,PAINT SYSTEM,48H
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F,GSC23718,LOR,2.05,13,0.1,1,0.53,PAINT COMPOSITE,7D
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F,GSC23721,LOR,0.71,13,0,2,0.5,PAINT COMPOSITE,7D
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F,GSC23799,LOR,0.9,13,0.01,1,0.34,PAINT COMPOSITE,2D
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F,GSC23802,LOR,1.16,13,0.04,1,0.8,PAINT COMPOSITE,48H
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F,GSC24488,AAC,0.8,13,0.01,2,0.45,PAINT COMPOSITE,7D
AEROGLAZE Z306 BLACK TOPCOAT/9929 EPOXY PRIMER/F,GSC24491,AAC,0.6,13,0.01,2,0.43,PAINT COMPOSITE,7D
AEROGLAZE Z306 BLACK TOPCOAT/9958 THINNER AS 10/1 BV,GSC24375,LOR,1.11,13,0.01,2,0.86,PAINT SYSTEM,15D
AEROGLAZE Z306 BLACK TOPCOAT/9958 THINNER AS 10/1 BV,GSC24381,LOR,1.29,0,0.04,2,0.76,PAINT SYSTEM,15D
AEROGLAZE Z306 BLACK TOPCOAT/9958 THINNER AS 10/1 BV,GSC24948,LOR,0.99,13,0.02,2,0.71,PAINT SYSTEM,15D
AEROGLAZE Z-306 BLACK TOPCOAT/AP-134 PRIMER/F,GSC25393,LOR,1.12,13,0.03,2,0.59,PAINT COMPOSITE,4H
AEROGLAZE Z-306 BLACK TOPCOAT/AP-134 PRIMER/F,GSC25396,LOR,1.43,13,0.04,1,0.58,PAINT COMPOSITE,7D
AEROGLAZE Z306 BLACK URETHANE PAINT LOT 204410,GSC20605,LOR,1.95,13,0.03,1,0.68,PAINT,14D
AEROGLAZE Z306 OVER AEROGLAZE 9924 PRIMER ,GSC33016,LOR,2.42,13,0.01,1,1.1,PAINT,7D
AEROGLAZE Z306 PLUS CATALYST 9995 OVER AEROGLAZE 9924 PRIMER ,GSC33019,LOR,3.25,13,0.02,1,1.13,PAINT,24H
AEROGLAZE Z306 POLYURETHANE COATING,GSC35118,LOR,2.48,13,0.06,1,0.82,POLYURETHANE COATING,16H
AEROGLAZE Z306/F,GSC21319,LOR,1.08,13,0.1,2,0.33,PAINT,7D
